ID,Seller,Category,Locations,Price,Currency,Rooms,Area,Floor
2796254,Agentlik,Kohna tikili,"['Sahil m.', '28 May m.', 'Sabail r.']",88000,AZN,2,34.0,1
2831439,Agentlik,Kohna tikili,"['Sahil m.', 'Sabail r.']",85000,AZN,1,24.0,1
2760938,Agentlik,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",140000,AZN,3,73.0,12
2911113,Owner,Kohna tikili,"['Sabunchu r.', 'Bakixanov q.']",72000,AZN,2,42.0,5
2911111,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.', 'Yeni Yasamal q.']",87000,AZN,2,55.0,16
2903836,Agentlik,Yeni tikili,"['8 Noyabr m.', 'Nasimi r.']",153500,AZN,2,68.0,10
2911106,Agentlik,Yeni tikili,['Sabail r.'],165000,AZN,2,100.0,2
2911105,Agentlik,Yeni tikili,['Narimanov r.'],220000,AZN,4,130.0,9
2911104,Owner,Kohna tikili,"['Memar Acami m.', 'Nasimi r.', '4-cu mikrorayon q.']",97000,AZN,2,43.0,4
2911103,Agentlik,Kohna tikili,['Yasamal r.'],117999,AZN,2,56.0,2
2811612,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",254000,AZN,3,111.0,18
2715947,Owner,Yeni tikili,"['Ahmadli m.', 'Xatai r.', 'Ahmadli q.']",137000,AZN,2,80.0,7
2914704,Agentlik,Yeni tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '7-ci mikrorayon q.']",79000,AZN,2,50.0,5
2132625,Agentlik,Yeni tikili,['Xatai r.'],272000,AZN,3,147.0,4
2816820,Agentlik,Yeni tikili,['Nasimi r.'],250360,AZN,3,113.8,3
2862716,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",240000,AZN,3,111.0,4
2873867,Owner,Kohna tikili,"['Nariman Narimanov m.', 'Narimanov r.']",120000,AZN,2,60.0,5
2911100,Agentlik,Yeni tikili,['Narimanov r.'],175000,AZN,3,90.0,13
2911097,Agentlik,Kohna tikili,"['Elmlar Akademiyasi m.', 'Yasamal r.']",175000,AZN,4,100.0,3
2911095,Owner,Yeni tikili,['Nasimi r.'],350000,AZN,3,144.0,15
2911094,Agentlik,Yeni tikili,['Xatai r.'],185000,AZN,3,82.0,3
2911093,Agentlik,Yeni tikili,['Yasamal r.'],315000,AZN,3,143.0,12
2911088,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.']",110000,AZN,2,90.0,15
2911087,Agentlik,Yeni tikili,"['Xalqlar Dostlugu m.', 'Nizami r.']",140000,AZN,3,190.0,4
2911086,Agentlik,Yeni tikili,['Nasimi r.'],159000,AZN,3,136.2,9
2911085,Agentlik,Yeni tikili,"['Xalqlar Dostlugu m.', 'Nizami r.']",76000,AZN,2,65.0,17
2911083,Agentlik,Yeni tikili,['Nasimi r.'],185000,AZN,3,85.0,6
2911082,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",185000,AZN,3,90.0,12
2911078,Owner,Kohna tikili,"['Suraxani r.', 'Qarachuxur q.']",57000,AZN,1,32.0,3
2796370,Agentlik,Yeni tikili,['Sabail r.'],142000,AZN,2,72.0,12
2584204,Agentlik,Yeni tikili,['Narimanov r.'],269000,AZN,3,150.0,10
2911073,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",145000,AZN,3,122.0,1
2911072,Agentlik,Yeni tikili,['Nizami r.'],95000,AZN,3,63.0,2
2911071,Agentlik,Kohna tikili,['Binaqadi r.'],102000,AZN,2,54.0,5
2818404,Agentlik,Yeni tikili,['Nasimi r.'],315000,AZN,3,190.0,9
2911059,Owner,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",242000,AZN,4,145.0,2
2911055,Agentlik,Kohna tikili,"['Xatai r.', 'Hazi Aslanov q.']",81000,AZN,3,68.0,3
2911054,Agentlik,Kohna tikili,['Nasimi r.'],104000,AZN,2,64.0,9
2911051,Agentlik,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",150000,AZN,2,60.0,9
2909014,Agentlik,Yeni tikili,"['Ahmadli m.', 'Hazi Aslanov m.', 'Xatai r.']",110000,AZN,2,70.0,10
2910294,Owner,Yeni tikili,"['Suraxani r.', 'Massiv D q.']",58000,AZN,2,101.0,12
2874933,Owner,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.', 'Yasamal q.']",98000,AZN,2,52.9,10
2866424,Agentlik,Yeni tikili,['Nasimi r.'],1062520,AZN,5,265.6,4
2911049,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",165000,AZN,3,110.0,3
2876211,Agentlik,Yeni tikili,['Nizami r.'],109000,AZN,2,70.0,8
2911048,Owner,Yeni tikili,"['Neftchilar m.', 'Nizami r.']",125000,AZN,2,66.0,12
2911047,Agentlik,Yeni tikili,['Yasamal r.'],235000,AZN,2,100.0,23
2887224,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",97000,AZN,2,60.0,14
2674136,Agentlik,Yeni tikili,['Xatai r.'],125000,AZN,3,110.0,11
2779475,Agentlik,Yeni tikili,"['Xatai r.', 'Hazi Aslanov q.']",160000,AZN,3,120.0,3
2911043,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",125000,AZN,3,118.0,16
2871711,Agentlik,Yeni tikili,"['Ahmadli m.', 'Xatai r.', 'Ahmadli q.']",108000,AZN,2,70.0,14
2911040,Agentlik,Kohna tikili,['Xatai r.'],125000,AZN,3,77.0,8
2802767,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",167000,AZN,3,105.0,12
2911035,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.']",98000,AZN,2,60.0,14
2911036,Agentlik,Yeni tikili,['Absheron r.'],79000,AZN,2,68.0,12
2911034,Agentlik,Yeni tikili,"['Ahmadli m.', 'Hazi Aslanov m.', 'Xatai r.', 'Ahmadli q.']",184000,AZN,3,125.0,13
2911031,Agentlik,Yeni tikili,['Narimanov r.'],82000,AZN,2,50.0,2
2907278,Agentlik,Yeni tikili,"['Memar Acami m.', 'Nasimi r.']",168000,AZN,3,95.0,9
2517145,Agentlik,Kohna tikili,"['Yasamal r.', 'Yeni Yasamal q.']",90000,AZN,3,70.0,8
2911023,Agentlik,Yeni tikili,"['Nizami r.', '8-ci kilometr q.']",80000,AZN,2,99.3,16
2911018,Agentlik,Kohna tikili,"['Yasamal r.', 'Yeni Yasamal q.']",104000,AZN,4,100.0,9
2911017,Agentlik,Yeni tikili,"['20 Yanvar m.', 'Yasamal r.']",133000,AZN,4,82.0,2
2911016,Agentlik,Yeni tikili,['Nasimi r.'],85500,AZN,1,73.0,7
2497817,Agentlik,Kohna tikili,['Yasamal r.'],89000,AZN,3,60.0,2
2855636,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.']",188000,AZN,3,120.0,17
2911012,Agentlik,Yeni tikili,"['Nasimi r.', '3-cu mikrorayon q.']",162000,AZN,3,95.0,13
2916685,Owner,Yeni tikili,['Sabail r.'],1005000,AZN,3,200.0,9
2642268,Owner,Yeni tikili,['Narimanov r.'],138000,AZN,2,60.0,8
2909014,Agentlik,Yeni tikili,"['Ahmadli m.', 'Hazi Aslanov m.', 'Xatai r.']",110000,AZN,2,70.0,10
2441807,Owner,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.', 'Yasamal q.']",214200,AZN,4,153.0,12
2911011,Agentlik,Yeni tikili,"['Nasimi r.', '3-cu mikrorayon q.']",195000,AZN,3,110.0,5
2861099,Agentlik,Kohna tikili,"['Binaqadi r.', '9-cu mikrorayon q.']",79000,AZN,1,45.0,5
2911008,Agentlik,Yeni tikili,['Yasamal r.'],258000,AZN,3,100.0,13
2911006,Agentlik,Kohna tikili,['Nizami r.'],142000,AZN,4,100.0,9
2724905,Agentlik,Yeni tikili,"['Memar Acami m.', 'Nasimi r.']",195000,AZN,4,190.0,16
2684569,Agentlik,Yeni tikili,['Sabail r.'],249000,AZN,3,170.0,17
2910937,Owner,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",179000,AZN,3,150.0,13
2851315,Agentlik,Yeni tikili,['Narimanov r.'],119900,AZN,2,65.0,5
2911005,Agentlik,Yeni tikili,"['Nizami m.', 'Nasimi r.', 'Kubinka q.']",173000,AZN,2,91.0,13
2911004,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",150000,AZN,3,100.0,8
2697476,Agentlik,Yeni tikili,['Xatai r.'],145000,AZN,3,90.0,18
2911001,Owner,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",92000,AZN,2,56.0,6
2636363,Agentlik,Kohna tikili,['Yasamal r.'],129000,AZN,3,70.0,3
2910999,Owner,Yeni tikili,"['Ahmadli m.', 'Xatai r.', 'Ahmadli q.']",130000,AZN,2,93.0,16
2780905,Agentlik,Yeni tikili,['Xatai r.'],184000,AZN,3,141.0,15
2910997,Agentlik,Kohna tikili,"['Inshaatchilar m.', 'Yasamal r.']",114000,AZN,3,70.0,2
2910996,Agentlik,Yeni tikili,['Nasimi r.'],355000,AZN,4,175.0,10
2904645,Agentlik,Yeni tikili,['Narimanov r.'],125000,AZN,2,57.0,3
2809638,Agentlik,Yeni tikili,"['Nizami m.', 'Nasimi r.']",234000,AZN,3,160.0,10
2635160,Agentlik,Yeni tikili,['Xatai r.'],147000,AZN,3,126.0,12
2910992,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",161000,AZN,3,145.6,9
2809710,Agentlik,Kohna tikili,"['Nariman Narimanov m.', 'Narimanov r.']",180000,AZN,4,120.0,4
2910991,Agentlik,Kohna tikili,"['Ganclik m.', 'Narimanov r.']",154000,AZN,2,65.0,2
2910990,Agentlik,Kohna tikili,"['Yasamal r.', 'Yeni Yasamal q.']",65000,AZN,1,45.0,3
2877392,Owner,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",265000,AZN,4,136.0,14
2891091,Agentlik,Yeni tikili,['Nasimi r.'],950240,AZN,4,237.6,5
2744311,Owner,Yeni tikili,['Narimanov r.'],160000,AZN,2,78.0,5
2909469,Owner,Yeni tikili,"['Darnagul m.', 'Narimanov r.']",116000,AZN,2,86.0,7
2889481,Owner,Kohna tikili,"['Sabunchu r.', 'Bakixanov q.']",116000,AZN,3,90.0,6
2740934,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",100000,AZN,3,74.0,12
2896860,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",138000,AZN,2,80.0,13
2910986,Agentlik,Kohna tikili,['Xatai r.'],90000,AZN,2,60.0,5
2904398,Agentlik,Yeni tikili,"['Azadliq Prospekti m.', 'Binaqadi r.']",139900,AZN,3,90.0,10
2910985,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.']",140000,AZN,3,115.0,10
2910984,Agentlik,Kohna tikili,"['Sabunchu r.', 'Bakixanov q.']",145000,AZN,4,100.0,3
2910982,Agentlik,Yeni tikili,"['8 Noyabr m.', 'Nasimi r.']",136300,AZN,2,94.0,13
2910978,Owner,Kohna tikili,"['Ahmadli m.', 'Nizami r.']",140000,AZN,5,65.0,8
2910974,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",309000,AZN,4,163.0,4
2910972,Agentlik,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",229000,AZN,3,110.0,16
2862981,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",195000,AZN,3,123.0,4
2837034,Owner,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",105000,AZN,2,71.0,10
2910965,Owner,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Ahmadli q.']",130000,AZN,3,96.0,8
2910963,Agentlik,Yeni tikili,['Yasamal r.'],199000,AZN,3,132.0,15
2859921,Agentlik,Yeni tikili,"['Ahmadli m.', 'Xatai r.']",89000,AZN,2,91.0,13
2860921,Agentlik,Kohna tikili,"['Sabunchu r.', 'Bakixanov q.']",125000,AZN,4,121.0,5
2910960,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",105000,AZN,3,100.0,20
2910959,Owner,Kohna tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",105000,AZN,3,80.0,3
2910958,Agentlik,Kohna tikili,"['Yasamal r.', 'Yeni Yasamal q.']",115000,AZN,4,110.0,1
2789466,Agentlik,Yeni tikili,"['Ahmadli m.', 'Xatai r.']",87000,AZN,3,75.0,10
2910957,Owner,Yeni tikili,"['Nizami r.', '8-ci kilometr q.']",265000,AZN,4,176.0,10
2910955,Agentlik,Kohna tikili,"['Memar Acami m.', 'Nasimi r.', '4-cu mikrorayon q.']",85000,AZN,2,55.0,1
2851363,Agentlik,Kohna tikili,['Yasamal r.'],116000,AZN,3,65.0,2
2889034,Agentlik,Yeni tikili,['Narimanov r.'],592488,AZN,4,246.9,6
2909469,Owner,Yeni tikili,"['Darnagul m.', 'Narimanov r.']",116000,AZN,2,86.0,7
2913943,Agentlik,Yeni tikili,['Nasimi r.'],1105000,AZN,4,200.0,10
1738469,Owner,Yeni tikili,"['Nasimi m.', 'Binaqadi r.', '9-cu mikrorayon q.']",450000,AZN,5,250.0,7
2832055,Owner,Yeni tikili,"['Nasimi r.', 'Kubinka q.']",260000,AZN,4,183.0,13
2910952,Agentlik,Yeni tikili,"['8 Noyabr m.', 'Nasimi r.']",120000,AZN,2,47.0,6
2910951,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",124000,AZN,3,98.0,3
2910950,Owner,Kohna tikili,"['Memar Acami m.', '20 Yanvar m.', 'Nasimi r.', '5-ci mikrorayon q.']",63500,AZN,1,32.0,4
2910949,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.', 'Yeni Yasamal q.']",118000,AZN,2,81.0,5
2577513,Agentlik,Kohna tikili,"['Ichari Shahar m.', 'Sabail r.']",260000,AZN,3,80.0,4
2877467,Agentlik,Yeni tikili,"['8 Noyabr m.', 'Nasimi r.']",153500,AZN,2,70.0,7
2638182,Agentlik,Kohna tikili,"['28 May m.', 'Nasimi r.']",320000,AZN,3,100.0,3
2910947,Owner,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",159000,AZN,3,92.0,7
2910942,Owner,Yeni tikili,"['Neftchilar m.', 'Nizami r.', '8-ci kilometr q.']",70000,AZN,2,54.0,16
2910939,Agentlik,Kohna tikili,"['Ganclik m.', 'Narimanov r.']",95000,AZN,2,48.0,5
2910935,Agentlik,Kohna tikili,['Xatai r.'],85000,AZN,3,60.0,3
2910936,Owner,Yeni tikili,"['Binaqadi r.', '8-ci mikrorayon q.']",150000,AZN,2,102.0,6
2910933,Agentlik,Kohna tikili,"['Memar Acami m.', 'Nasimi r.']",113800,AZN,3,75.0,3
2858082,Agentlik,Yeni tikili,['Narimanov r.'],133999,AZN,2,89.1,10
2910931,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",87500,AZN,2,55.0,16
2910930,Agentlik,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",125900,AZN,2,85.0,8
2563718,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",200000,AZN,2,105.0,15
2857933,Agentlik,Yeni tikili,"['Nariman Narimanov m.', 'Bakmil m.', 'Narimanov r.']",162000,AZN,2,89.0,19
2779555,Agentlik,Yeni tikili,"['Elmlar Akademiyasi m.', 'Yasamal r.']",390000,AZN,4,151.0,14
2910924,Agentlik,Yeni tikili,['Yasamal r.'],220000,AZN,3,148.0,8
2910922,Agentlik,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",255000,AZN,3,164.0,16
2910919,Owner,Kohna tikili,"['Sahil m.', 'Sabail r.']",239900,AZN,5,110.0,1
2887448,Owner,Yeni tikili,"['Elmlar Akademiyasi m.', 'Yasamal r.']",540000,AZN,4,205.0,13
2848527,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",240000,AZN,4,173.0,15
2866424,Agentlik,Yeni tikili,['Nasimi r.'],1062520,AZN,5,265.6,4
2912725,Agentlik,Yeni tikili,['Nasimi r.'],158000,AZN,2,90.0,13
2118083,Owner,Yeni tikili,"['Ichari Shahar m.', 'Sabail r.']",729980,AZN,4,214.7,5
2910916,Owner,Yeni tikili,"['Ganclik m.', 'Narimanov r.']",249000,AZN,3,135.0,13
2889968,Owner,Yeni tikili,"['Nizami m.', 'Yasamal r.']",575000,AZN,5,235.0,15
2910917,Agentlik,Yeni tikili,['Yasamal r.'],180000,AZN,3,124.0,9
2722610,Agentlik,Yeni tikili,['Xatai r.'],440000,AZN,4,225.0,4
2864370,Agentlik,Yeni tikili,"['Memar Acami m.', 'Nasimi r.', '4-cu mikrorayon q.']",230000,AZN,3,130.0,2
2818191,Agentlik,Kohna tikili,['Binaqadi r.'],94000,AZN,3,65.0,5
2910915,Agentlik,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",215000,AZN,4,165.0,4
2826777,Agentlik,Yeni tikili,"['Binaqadi r.', '9-cu mikrorayon q.']",125000,AZN,2,95.0,18
2910914,Agentlik,Yeni tikili,['Nasimi r.'],124000,AZN,3,118.0,15
2807960,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",99900,AZN,3,78.0,11
2753440,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",198000,AZN,3,107.0,11
2878229,Agentlik,Yeni tikili,['Binaqadi r.'],109000,AZN,2,65.0,13
2910910,Owner,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",152000,AZN,3,100.0,10
2871783,Agentlik,Yeni tikili,"['Binaqadi r.', '9-cu mikrorayon q.']",184999,AZN,4,110.0,16
2878657,Agentlik,Kohna tikili,"['Memar Acami m.', 'Binaqadi r.', '9-cu mikrorayon q.']",120000,AZN,3,90.0,6
2878771,Agentlik,Kohna tikili,"['Sabail r.', 'Badamdar q.']",146000,AZN,3,90.0,8
2910908,Agentlik,Yeni tikili,['Nasimi r.'],144500,AZN,2,69.0,16
2886144,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",97999,AZN,2,60.0,14
2906182,Agentlik,Yeni tikili,['Sabail r.'],4500000,AZN,8,1000.0,20
2910904,Owner,Yeni tikili,['Narimanov r.'],1250000,AZN,4,280.0,4
2842106,Agentlik,Yeni tikili,"['Nizami m.', 'Yasamal r.']",189000,AZN,3,100.0,12
2910899,Owner,Yeni tikili,"['Absheron r.', 'Masazir q.']",49000,AZN,2,42.0,4
2910900,Owner,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Ahmadli q.']",98000,AZN,2,65.0,14
2842815,Agentlik,Kohna tikili,"['Nasimi m.', 'Nasimi r.']",75000,AZN,2,55.0,5
2816751,Owner,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",399000,AZN,4,162.0,8
2774296,Agentlik,Yeni tikili,['Narimanov r.'],115000,AZN,2,54.0,8
2869279,Owner,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",435000,AZN,5,221.0,22
2621899,Agentlik,Kohna tikili,['Narimanov r.'],112000,AZN,3,65.0,5
2857514,Agentlik,Yeni tikili,"['Xatai r.', 'Hazi Aslanov q.']",83000,AZN,3,70.0,9
2897973,Agentlik,Yeni tikili,['Nasimi r.'],185000,AZN,3,120.0,13
2907657,Agentlik,Yeni tikili,"['Xalqlar Dostlugu m.', 'Xatai r.', 'Ahmadli q.']",174000,AZN,3,135.0,14
2910898,Owner,Yeni tikili,"['Nizami m.', 'Yasamal r.', 'Yasamal q.']",175000,AZN,3,110.0,16
2907603,Agentlik,Kohna tikili,"['Xalqlar Dostlugu m.', 'Nizami r.']",115000,AZN,3,85.0,9
2907284,Agentlik,Yeni tikili,"['Binaqadi r.', 'Bilacari q.']",70000,AZN,2,50.0,14
2907190,Agentlik,Yeni tikili,"['8 Noyabr m.', 'Nasimi r.']",124000,AZN,2,70.0,7
2910895,Agentlik,Yeni tikili,['Nasimi r.'],269900,AZN,3,167.0,2
2910894,Agentlik,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",335000,AZN,4,195.0,2
2887030,Owner,Yeni tikili,['Narimanov r.'],95000,AZN,2,55.0,6
2876882,Agentlik,Kohna tikili,"['Inshaatchilar m.', 'Yasamal r.']",79000,AZN,3,75.0,1
2910892,Agentlik,Yeni tikili,"['Binaqadi r.', '8-ci mikrorayon q.']",209000,AZN,3,100.0,10
2910888,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",94000,AZN,2,60.0,2
2872701,Owner,Kohna tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",112000,AZN,3,78.0,9
2858730,Owner,Yeni tikili,"['Xatai r.', 'Ag shahar q.']",328000,AZN,3,120.0,5
2881507,Agentlik,Yeni tikili,['Nasimi r.'],93000,AZN,2,75.0,17
2910887,Agentlik,Yeni tikili,['Narimanov r.'],245000,AZN,3,135.0,13
2856250,Agentlik,Yeni tikili,"['Xatai r.', 'Ag shahar q.']",410000,AZN,4,202.0,2
2696537,Owner,Yeni tikili,"['Elmlar Akademiyasi m.', 'Yasamal r.']",275000,AZN,3,125.0,3
2639847,Owner,Yeni tikili,['Nasimi r.'],248000,AZN,3,110.0,16
2862860,Agentlik,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",215000,AZN,2,83.0,11
2910882,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",185000,AZN,3,95.0,2
2910881,Owner,Kohna tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",81000,AZN,2,70.0,3
2910880,Owner,Yeni tikili,['Nizami r.'],160000,AZN,3,128.0,8
2611905,Agentlik,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",93730,AZN,2,72.1,6
2821232,Agentlik,Yeni tikili,['Narimanov r.'],152255,AZN,2,82.3,4
2910971,Owner,Yeni tikili,['Narimanov r.'],174000,AZN,2,89.2,15
2731539,Agentlik,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",74375,AZN,2,59.5,4
2910879,Owner,Kohna tikili,"['Memar Acami m.', 'Nasimi r.', '2-ci mikrorayon q.']",110000,AZN,3,60.0,4
2862131,Agentlik,Kohna tikili,"['28 May m.', 'Nasimi r.']",105000,AZN,2,52.0,4
2820183,Agentlik,Kohna tikili,"['28 May m.', 'Nasimi r.']",108000,AZN,3,68.0,2
2857418,Agentlik,Yeni tikili,['Nizami r.'],103900,AZN,2,59.0,14
2910877,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",122000,AZN,2,50.0,3
2895761,Agentlik,Yeni tikili,"['Ichari Shahar m.', 'Yasamal r.']",176000,AZN,2,75.0,7
2880524,Agentlik,Kohna tikili,"['Memar Acami m.', 'Nasimi r.']",77999,AZN,2,40.0,3
2910874,Owner,Yeni tikili,"['Ganclik m.', 'Narimanov r.']",450000,AZN,4,180.0,14
2910873,Agentlik,Kohna tikili,"['Nariman Narimanov m.', 'Narimanov r.']",185000,AZN,3,115.0,3
2907102,Agentlik,Kohna tikili,"['Hazi Aslanov m.', 'Xatai r.']",113999,AZN,4,100.0,4
2897558,Agentlik,Yeni tikili,['Narimanov r.'],280000,AZN,4,160.0,17
2907239,Agentlik,Kohna tikili,"['Xalqlar Dostlugu m.', 'Nizami r.']",115000,AZN,3,85.0,8
2818348,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",112000,AZN,2,65.0,19
2910870,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",92000,AZN,2,58.0,2
2819370,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",170000,AZN,3,105.0,12
2895903,Agentlik,Yeni tikili,['Nasimi r.'],1062520,AZN,5,265.6,5
2656178,Agentlik,Yeni tikili,"['Neftchilar m.', 'Nizami r.']",220000,AZN,3,125.0,13
2910867,Agentlik,Yeni tikili,"['Xalqlar Dostlugu m.', 'Nizami r.']",162000,AZN,3,115.0,6
2910864,Agentlik,Yeni tikili,"['28 May m.', 'Nasimi r.']",239000,AZN,2,75.0,11
2755600,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",160000,AZN,3,100.0,14
2910863,Owner,Kohna tikili,"['28 May m.', 'Nasimi r.']",187000,AZN,3,85.0,2
2712820,Agentlik,Yeni tikili,"['Ahmadli m.', 'Xatai r.', 'Ahmadli q.']",160000,AZN,3,110.0,16
2910861,Owner,Kohna tikili,"['Xalqlar Dostlugu m.', 'Nizami r.', '8-ci kilometr q.']",93000,AZN,2,65.0,1
2800927,Agentlik,Yeni tikili,"['Ahmadli m.', 'Xatai r.', 'Ahmadli q.']",169500,AZN,3,81.0,16
2872711,Owner,Yeni tikili,['Narimanov r.'],155000,AZN,2,97.0,9
2727575,Agentlik,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",93000,AZN,2,74.4,11
2884397,Agentlik,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",279000,AZN,3,138.0,8
2860484,Agentlik,Yeni tikili,"['28 May m.', 'Nasimi r.']",338000,AZN,4,206.0,9
2804171,Agentlik,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",162500,AZN,3,125.0,3
2832316,Agentlik,Yeni tikili,"['Xatai r.', 'Hazi Aslanov q.']",163000,AZN,3,121.0,5
2827820,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",150000,AZN,3,90.0,6
2887555,Agentlik,Yeni tikili,"['Memar Acami m.', 'Nasimi r.', '5-ci mikrorayon q.']",230000,AZN,3,120.0,9
2805053,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",227000,AZN,4,153.0,2
2711901,Agentlik,Yeni tikili,"['Ahmadli m.', 'Xatai r.', 'Ahmadli q.']",153000,AZN,3,103.0,6
2842492,Agentlik,Yeni tikili,"['Neftchilar m.', 'Nizami r.', '8-ci kilometr q.']",110000,AZN,2,68.0,18
2805978,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",125000,AZN,2,76.0,6
2802528,Agentlik,Yeni tikili,"['Ahmadli m.', 'Xatai r.', 'Ahmadli q.']",178000,AZN,3,118.0,10
2778063,Agentlik,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",200000,AZN,3,114.0,17
2711926,Agentlik,Yeni tikili,"['Xatai r.', 'Hazi Aslanov q.']",230000,AZN,4,158.0,8
2910855,Agentlik,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",119000,AZN,2,98.0,6
2850324,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",240000,AZN,3,131.0,11
2910854,Owner,Kohna tikili,['Nasimi r.'],150000,AZN,3,90.0,4
2910853,Agentlik,Yeni tikili,"['Xalqlar Dostlugu m.', 'Nizami r.']",78000,AZN,2,67.0,17
2910851,Owner,Yeni tikili,['Narimanov r.'],192000,AZN,3,98.0,16
2791661,Agentlik,Yeni tikili,['Sabail r.'],107000,AZN,2,70.0,12
2790757,Agentlik,Yeni tikili,['Sabail r.'],390000,AZN,4,200.0,14
2862867,Agentlik,Yeni tikili,"['20 Yanvar m.', 'Yasamal r.']",138000,AZN,4,85.0,2
2778072,Agentlik,Yeni tikili,"['20 Yanvar m.', 'Yasamal r.', 'Yasamal q.']",154500,AZN,4,185.0,18
