ID,Seller,Category,Locations,Price,Currency,Rooms,Area,Floor
2900288,Agentlik,Yeni tikili,"['Sabail r.', 'Bayil q.']",156750,AZN,2,95.0,2
2781972,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.']",97000,AZN,2,60.0,5
2900285,Owner,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.', 'Yeni Yasamal q.']",95000,AZN,2,60.0,2
2895440,Agentlik,Kohna tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",89000,AZN,2,70.0,7
2900284,Agentlik,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",113000,AZN,2,69.0,1
2821160,Agentlik,Yeni tikili,['Xatai r.'],133000,AZN,4,138.0,2
2900282,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",130000,AZN,3,110.0,12
2900279,Agentlik,Yeni tikili,"['Sabunchu r.', 'Bakixanov q.']",86000,AZN,2,85.0,2
2867960,Agentlik,Yeni tikili,['Xatai r.'],115000,AZN,2,65.0,9
2881524,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",74500,AZN,2,60.0,18
2900275,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",399000,AZN,4,205.0,19
2879829,Agentlik,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",78900,AZN,2,70.0,18
2900273,Owner,Yeni tikili,['Nasimi r.'],435000,AZN,4,180.0,12
2904979,Owner,Yeni tikili,['Nasimi r.'],240000,AZN,3,110.5,8
2896016,Owner,Yeni tikili,"['Sabunchu r.', 'Nardaran q.']",1685754,AZN,5,407.7,8
2790883,Owner,Yeni tikili,['Nasimi r.'],330000,AZN,4,236.0,9
2915483,Owner,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",335000,AZN,5,226.0,18
2874020,Owner,Kohna tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",86000,AZN,2,60.0,9
2900272,Agentlik,Yeni tikili,['Narimanov r.'],125000,AZN,2,54.0,3
2900267,Owner,Kohna tikili,['Xatai r.'],67000,AZN,2,70.0,2
2894342,Agentlik,Kohna tikili,"['Neftchilar m.', 'Nizami r.', '8-ci kilometr q.']",76000,AZN,3,50.0,5
2892862,Owner,Kohna tikili,"['Binaqadi r.', 'M.A.Rasulzada q.']",70000,AZN,2,54.0,2
2826943,Agentlik,Yeni tikili,['Nasimi r.'],350000,AZN,3,157.0,9
2900263,Agentlik,Kohna tikili,"['Suraxani r.', 'Qarachuxur q.']",116000,AZN,4,86.0,4
2900264,Agentlik,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",169500,AZN,2,113.0,15
2879383,Agentlik,Kohna tikili,"['Memar Acami m.', 'Nasimi r.']",73500,AZN,2,45.0,3
2900262,Owner,Yeni tikili,"['Xatai r.', 'Hazi Aslanov q.']",125000,AZN,2,90.3,13
2886009,Owner,Kohna tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",160000,AZN,3,80.0,3
2799445,Agentlik,Yeni tikili,"['28 May m.', 'Nasimi r.']",420000,AZN,3,124.0,4
2900256,Owner,Yeni tikili,"['Nizami m.', 'Yasamal r.']",230000,AZN,3,140.0,10
2826703,Owner,Kohna tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",85000,AZN,2,65.0,9
2889604,Agentlik,Yeni tikili,['Yasamal r.'],94000,AZN,2,66.0,8
2782460,Agentlik,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",149000,AZN,2,71.0,7
2879177,Agentlik,Yeni tikili,['Xatai r.'],164500,AZN,4,125.0,4
2659108,Owner,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",165000,AZN,2,110.0,14
2831320,Owner,Yeni tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",250000,AZN,3,150.0,14
2763602,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",105000,AZN,2,70.0,9
2578764,Owner,Yeni tikili,"['Nizami m.', 'Yasamal r.']",214000,AZN,3,120.0,10
2616091,Owner,Kohna tikili,"['Sahil m.', 'Nasimi r.']",270000,AZN,4,110.0,4
2321951,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",120000,AZN,3,103.0,17
2900252,Agentlik,Kohna tikili,"['Binaqadi r.', 'Bilacari q.']",72000,AZN,2,55.0,5
2381620,Owner,Kohna tikili,"['Nizami m.', 'Yasamal r.']",260000,AZN,3,100.0,5
2621899,Agentlik,Kohna tikili,['Narimanov r.'],112000,AZN,3,65.0,5
2889590,Agentlik,Yeni tikili,"['Ichari Shahar m.', 'Sabail r.']",298000,AZN,3,120.0,1
2709522,Agentlik,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",63750,AZN,1,51.0,3
2900251,Owner,Kohna tikili,"['Suraxani r.', 'Hovsan q.']",60000,AZN,2,48.7,9
2850999,Agentlik,Yeni tikili,"['28 May m.', 'Nasimi r.']",300000,AZN,3,170.0,8
2851089,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",130000,AZN,3,103.0,12
2851107,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",105000,AZN,2,81.0,15
2851127,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",130000,AZN,3,115.0,12
2851271,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",105000,AZN,3,127.0,7
2838202,Agentlik,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",135375,AZN,3,108.3,15
2900246,Agentlik,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",93000,AZN,2,46.0,8
2868419,Agentlik,Kohna tikili,"['Nariman Narimanov m.', 'Narimanov r.']",178000,AZN,3,70.0,6
2709522,Agentlik,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",63750,AZN,1,51.0,3
2744280,Agentlik,Yeni tikili,"['Elmlar Akademiyasi m.', 'Yasamal r.']",165000,AZN,3,100.0,12
2850883,Agentlik,Yeni tikili,['Nasimi r.'],320000,AZN,3,140.0,3
2731539,Agentlik,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",74375,AZN,2,59.5,4
2900241,Agentlik,Yeni tikili,['Narimanov r.'],131000,AZN,2,80.0,12
2900240,Owner,Kohna tikili,"['8 Noyabr m.', 'Nasimi r.', '3-cu mikrorayon q.']",80000,AZN,3,60.0,4
2675183,Agentlik,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",122500,AZN,3,98.0,8
2665851,Agentlik,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",100000,AZN,2,80.0,4
2900239,Agentlik,Kohna tikili,"['Ichari Shahar m.', 'Nasimi r.']",77000,AZN,2,43.0,1
2900237,Agentlik,Yeni tikili,"['Xatai r.', 'Hazi Aslanov q.']",120000,AZN,2,90.0,8
2900236,Agentlik,Yeni tikili,['Nasimi r.'],174900,AZN,2,85.0,9
2900229,Agentlik,Yeni tikili,"['Elmlar Akademiyasi m.', 'Yasamal r.']",490000,AZN,4,272.0,7
2900228,Owner,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",120000,AZN,2,91.0,8
2828688,Agentlik,Yeni tikili,"['28 May m.', 'Nasimi r.']",265000,AZN,3,123.0,6
2828839,Agentlik,Yeni tikili,"['28 May m.', 'Nasimi r.']",300000,AZN,3,153.0,16
2731539,Agentlik,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",74375,AZN,2,59.5,4
2913345,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",78000,AZN,1,53.0,1
2896000,Owner,Yeni tikili,"['Sabunchu r.', 'Nardaran q.']",541144,AZN,3,138.4,3
2881028,Agentlik,Yeni tikili,['Xatai r.'],86500,AZN,2,71.0,5
2841116,Agentlik,Yeni tikili,['Nasimi r.'],390000,AZN,3,146.0,13
2900225,Agentlik,Kohna tikili,"['Sahil m.', 'Sabail r.']",115000,AZN,2,64.0,2
2787705,Agentlik,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",380000,AZN,4,164.0,12
2900224,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",140000,AZN,2,65.0,9
2636932,Agentlik,Yeni tikili,['Narimanov r.'],430000,AZN,4,172.0,11
2900221,Agentlik,Yeni tikili,['Yasamal r.'],330000,AZN,3,156.0,14
2900218,Agentlik,Kohna tikili,"['Nizami r.', '8-ci kilometr q.']",90000,AZN,2,60.0,3
2900217,Owner,Yeni tikili,"['Ahmadli m.', 'Xatai r.']",165000,AZN,3,106.0,8
2900214,Agentlik,Kohna tikili,"['Elmlar Akademiyasi m.', 'Yasamal r.']",92000,AZN,1,50.7,5
2900215,Owner,Yeni tikili,"['Binaqadi r.', '8-ci mikrorayon q.']",215000,AZN,3,136.0,15
2525231,Agentlik,Kohna tikili,['Yasamal r.'],130000,AZN,3,65.0,3
2900209,Owner,Kohna tikili,"['20 Yanvar m.', 'Nasimi r.', '1-ci mikrorayon q.']",95000,AZN,2,55.0,3
2900205,Agentlik,Yeni tikili,"['Xatai r.', 'Hazi Aslanov q.']",129000,AZN,3,85.0,13
2900203,Owner,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.']",151000,AZN,3,90.0,10
2867500,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",137000,AZN,2,90.0,14
2900197,Owner,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",118000,AZN,4,125.0,17
2900196,Owner,Yeni tikili,"['Xalqlar Dostlugu m.', 'Nizami r.']",165000,AZN,3,103.0,15
2894041,Agentlik,Yeni tikili,['Xatai r.'],149000,AZN,3,88.0,5
2900190,Owner,Yeni tikili,"['Xatai r.', 'Ag shahar q.']",532000,AZN,4,190.0,6
2900189,Owner,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.']",136000,AZN,3,95.0,9
2900186,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",75000,AZN,2,57.0,12
2894092,Agentlik,Yeni tikili,['Nizami r.'],85000,AZN,2,60.0,11
2900184,Owner,Yeni tikili,"['Xalqlar Dostlugu m.', 'Nizami r.']",162000,AZN,3,96.0,16
2900175,Owner,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.']",151000,AZN,3,90.0,10
2621899,Agentlik,Kohna tikili,['Narimanov r.'],112000,AZN,3,65.0,5
2642268,Owner,Yeni tikili,['Narimanov r.'],138000,AZN,2,60.0,8
2715947,Owner,Yeni tikili,"['Ahmadli m.', 'Xatai r.', 'Ahmadli q.']",137000,AZN,2,80.0,7
2912267,Agentlik,Yeni tikili,['Nasimi r.'],950240,AZN,4,237.6,6
2808036,Owner,Yeni tikili,['Nasimi r.'],244870,AZN,3,104.2,10
2900174,Agentlik,Kohna tikili,['Yasamal r.'],133000,AZN,2,80.0,5
2900173,Owner,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.']",164000,AZN,3,108.0,9
2900171,Agentlik,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",175000,AZN,3,150.0,2
2900169,Owner,Kohna tikili,"['Suraxani r.', 'Qarachuxur q.']",55000,AZN,1,40.0,5
2900167,Owner,Kohna tikili,"['Ganclik m.', 'Narimanov r.']",85000,AZN,2,42.0,1
2900164,Owner,Yeni tikili,"['Ahmadli m.', 'Xatai r.']",165000,AZN,3,106.0,8
2900162,Owner,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",157000,AZN,4,164.0,4
2900155,Owner,Yeni tikili,['Nizami r.'],195000,AZN,3,140.0,7
2600798,Owner,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",137000,AZN,2,90.0,14
2900151,Owner,Yeni tikili,"['Yasamal r.', 'Yeni Yasamal q.']",95000,AZN,2,71.0,8
2624473,Owner,Yeni tikili,['Xatai r.'],570000,AZN,5,215.0,6
2900149,Agentlik,Yeni tikili,"['Neftchilar m.', 'Nizami r.', '8-ci kilometr q.']",95000,AZN,3,60.0,17
2833310,Agentlik,Yeni tikili,"['Absheron r.', 'Masazir q.']",45000,AZN,3,92.0,9
2876100,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",149000,AZN,3,88.7,5
2624427,Owner,Yeni tikili,['Xatai r.'],795000,AZN,5,295.0,3
2900147,Owner,Kohna tikili,['Narimanov r.'],95000,AZN,2,50.0,4
2900144,Owner,Kohna tikili,"['Sabail r.', 'Bayil q.']",130000,AZN,2,60.0,3
2900143,Owner,Kohna tikili,"['Memar Acami m.', 'Nasimi r.', '4-cu mikrorayon q.']",74000,AZN,2,50.0,3
2900141,Agentlik,Yeni tikili,['Xatai r.'],185000,AZN,3,108.0,15
2900142,Owner,Kohna tikili,['Yasamal r.'],72500,AZN,1,33.3,5
2803642,Agentlik,Yeni tikili,"['Yasamal r.', 'Yasamal q.']",243000,AZN,4,188.4,8
2900139,Owner,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.']",587500,AZN,5,235.0,15
2900137,Owner,Kohna tikili,"['Memar Acami m.', 'Nasimi r.', '3-cu mikrorayon q.']",82000,AZN,3,56.0,4
2838202,Agentlik,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",135375,AZN,3,108.3,15
2786412,Owner,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",305000,AZN,5,195.5,9
2913784,Agentlik,Yeni tikili,"['Ahmadli m.', 'Xatai r.']",95000,AZN,2,65.0,3
2886858,Owner,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",199000,AZN,4,126.0,12
2900133,Owner,Kohna tikili,"['Suraxani r.', 'Hovsan q.']",36000,AZN,1,35.0,2
2900129,Agentlik,Kohna tikili,"['Ahmadli m.', 'Xatai r.']",67000,AZN,1,50.0,2
2621471,Owner,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",145000,AZN,3,130.0,7
2791764,Agentlik,Kohna tikili,"['Neftchilar m.', 'Nizami r.']",120000,AZN,3,80.0,3
2755827,Agentlik,Yeni tikili,"['Nasimi r.', 'Kubinka q.']",1350000,AZN,4,225.0,5
2900111,Owner,Yeni tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",296000,AZN,4,175.0,12
2900108,Owner,Kohna tikili,"['Inshaatchilar m.', 'Yasamal r.']",152000,AZN,3,72.5,9
2900102,Agentlik,Kohna tikili,"['Nasimi m.', 'Binaqadi r.']",77000,AZN,2,58.0,4
2900105,Agentlik,Kohna tikili,"['Memar Acami m.', 'Nasimi r.']",75000,AZN,2,58.0,5
2900099,Owner,Yeni tikili,['Nasimi r.'],690000,AZN,3,115.0,7
2900089,Owner,Kohna tikili,"['Sabunchu r.', 'Bakixanov q.']",125000,AZN,3,66.0,5
2900086,Owner,Yeni tikili,['Xatai r.'],360000,AZN,3,200.0,4
2900084,Owner,Kohna tikili,"['Neftchilar m.', 'Nizami r.', '8-ci kilometr q.']",176800,AZN,3,104.0,11
2900083,Owner,Yeni tikili,['Narimanov r.'],110000,AZN,2,68.3,5
2900067,Owner,Kohna tikili,"['Xalqlar Dostlugu m.', 'Nizami r.', '8-ci kilometr q.']",64000,AZN,2,35.0,5
2900066,Owner,Kohna tikili,"['Xatai r.', 'Hazi Aslanov q.']",85000,AZN,3,80.0,8
2900060,Owner,Yeni tikili,"['Binaqadi r.', '7-ci mikrorayon q.']",152000,AZN,2,97.0,10
2900058,Owner,Yeni tikili,['Binaqadi r.'],275000,AZN,4,200.0,3
2900054,Owner,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.', 'Yasamal q.']",235000,AZN,3,109.0,6
2899851,Agentlik,Kohna tikili,"['20 Yanvar m.', 'Memar Acami m.', 'Nasimi r.', '1-ci mikrorayon q.']",67000,AZN,2,35.0,2
2851713,Owner,Kohna tikili,"['Neftchilar m.', 'Nizami r.', '8-ci kilometr q.']",77000,AZN,3,45.0,5
2888408,Owner,Yeni tikili,"['Ahmadli m.', 'Xatai r.']",165000,AZN,3,106.0,8
2889714,Owner,Kohna tikili,"['Qara Qarayev m.', 'Nizami r.']",109900,AZN,2,70.0,3
2427159,Agentlik,Yeni tikili,['Yasamal r.'],340000,AZN,3,151.0,11
1717183,Owner,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",265000,AZN,3,164.0,16
2899917,Owner,Yeni tikili,['Nasimi r.'],129000,AZN,1,77.0,11
2852943,Owner,Yeni tikili,"['28 May m.', 'Nasimi r.']",375000,AZN,4,169.0,4
2872711,Owner,Yeni tikili,['Narimanov r.'],155000,AZN,2,97.0,9
2848572,Agentlik,Yeni tikili,"['Neftchilar m.', 'Nizami r.', '8-ci kilometr q.']",94000,AZN,2,56.0,18
2848576,Agentlik,Yeni tikili,"['Ahmadli m.', 'Xatai r.', 'Ahmadli q.']",157000,AZN,3,103.0,16
2848575,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",77000,AZN,2,53.0,16
2849762,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",215000,AZN,3,142.0,4
2849757,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",108000,AZN,2,49.0,11
2848574,Agentlik,Yeni tikili,"['Neftchilar m.', 'Nizami r.', '8-ci kilometr q.']",110000,AZN,2,68.0,19
2849749,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",150000,AZN,3,88.0,5
2849765,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",115000,AZN,3,84.0,11
2849767,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Hazi Aslanov q.']",119000,AZN,3,98.0,9
2785304,Agentlik,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",106000,AZN,2,55.0,10
2580463,Agentlik,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.']",155000,AZN,3,109.0,16
2783977,Agentlik,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",95000,AZN,2,55.0,11
2796310,Agentlik,Yeni tikili,"['Xalqlar Dostlugu m.', 'Xatai r.']",143000,AZN,3,120.0,2
2900048,Owner,Yeni tikili,"['Absheron r.', 'Masazir q.']",34000,AZN,2,72.0,4
2900047,Owner,Yeni tikili,"['Inshaatchilar m.', 'Yasamal r.', 'Yasamal q.']",165000,AZN,3,90.0,4
2900043,Owner,Kohna tikili,"['Xatai r.', 'Ag shahar q.']",100000,AZN,1,30.0,4
2900041,Owner,Kohna tikili,"['Suraxani r.', 'Yeni Gunashli q.']",69000,AZN,2,50.0,1
2900032,Agentlik,Yeni tikili,"['28 May m.', 'Narimanov r.']",235000,AZN,3,154.0,11
2900028,Agentlik,Yeni tikili,"['Elmlar Akademiyasi m.', 'Yasamal r.']",265000,AZN,2,89.0,6
2900025,Agentlik,Yeni tikili,['Nasimi r.'],259000,AZN,4,182.0,11
2607299,Owner,Kohna tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",134000,AZN,4,100.0,5
2887190,Owner,Kohna tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",90000,AZN,2,58.0,2
2900018,Owner,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",137600,AZN,2,73.0,16
2900016,Owner,Kohna tikili,"['28 May m.', 'Nasimi r.']",155000,AZN,3,80.0,6
2915733,Owner,Yeni tikili,"['Yasamal r.', 'Yasamal q.']",215000,AZN,3,144.0,6
2891530,Owner,Kohna tikili,['Narimanov r.'],77000,AZN,1,29.0,4
2786412,Owner,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",305000,AZN,5,195.5,9
2895041,Owner,Yeni tikili,"['Nizami m.', 'Yasamal r.', 'Yasamal q.']",434000,AZN,3,181.0,13
2900015,Owner,Kohna tikili,['Narimanov r.'],90000,AZN,2,50.0,3
2900010,Owner,Yeni tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",132000,AZN,2,87.0,15
2900007,Owner,Yeni tikili,"['Elmlar Akademiyasi m.', 'Yasamal r.']",420000,AZN,4,175.0,15
2722794,Agentlik,Yeni tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",270000,AZN,4,165.0,14
2900002,Owner,Kohna tikili,"['Suraxani r.', 'Yeni Gunashli q.']",109000,AZN,3,80.0,4
2900001,Owner,Kohna tikili,"['Qaradag r.', 'Lokbatan q.']",48000,AZN,1,49.0,5
2899999,Owner,Kohna tikili,"['Ahmadli m.', 'Xatai r.', 'Ahmadli q.']",112000,AZN,3,95.0,4
2899998,Owner,Kohna tikili,"['Suraxani r.', 'Yeni Gunashli q.']",94000,AZN,3,77.0,9
2899997,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",179000,AZN,3,108.0,15
2899996,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",153000,AZN,3,98.0,9
2899995,Owner,Kohna tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",187000,AZN,5,120.0,2
2899994,Owner,Yeni tikili,"['Xalqlar Dostlugu m.', 'Nizami r.']",162000,AZN,3,96.0,16
2899991,Agentlik,Yeni tikili,"['Xatai r.', 'Ahmadli q.']",160000,AZN,3,108.0,16
2899987,Owner,Yeni tikili,['Narimanov r.'],76000,AZN,2,34.0,2
2899983,Owner,Yeni tikili,"['Xalqlar Dostlugu m.', 'Nizami r.']",165000,AZN,3,103.0,15
2899980,Owner,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.']",151000,AZN,3,90.0,10
2899966,Agentlik,Kohna tikili,"['Xatai r.', 'Ahmadli q.']",99000,AZN,3,80.0,2
2899965,Owner,Kohna tikili,"['Binaqadi r.', '9-cu mikrorayon q.']",128000,AZN,3,80.0,8
2899959,Owner,Yeni tikili,['Absheron r.'],43000,AZN,2,61.0,13
2899952,Agentlik,Kohna tikili,"['Memar Acami m.', 'Nasimi r.', '4-cu mikrorayon q.']",70000,AZN,2,48.0,5
2899949,Owner,Yeni tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",195000,AZN,3,90.0,16
2899944,Owner,Yeni tikili,"['Ichari Shahar m.', 'Sabail r.']",299000,AZN,3,145.0,8
2899943,Owner,Kohna tikili,"['Inshaatchilar m.', 'Yasamal r.', 'Yeni Yasamal q.']",75000,AZN,2,50.0,6
2899940,Owner,Yeni tikili,"['Yasamal r.', 'Yasamal q.']",221900,AZN,2,126.8,6
2913991,Owner,Yeni tikili,"['Sabail r.', 'Bayil q.']",170000,AZN,3,95.0,3
2119035,Owner,Yeni tikili,['Narimanov r.'],255850,AZN,4,146.2,5
2329048,Agentlik,Yeni tikili,['Xatai r.'],215000,AZN,2,103.0,5
2883239,Owner,Yeni tikili,"['Yasamal r.', 'Yasamal q.']",300000,AZN,3,115.0,5
2833161,Owner,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",108000,AZN,2,54.0,9
2848521,Owner,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.']",153000,AZN,3,128.0,4
2850810,Agentlik,Yeni tikili,"['Sabail r.', 'Badamdar q.']",150000,AZN,2,105.0,9
28999,Owner,Yeni tikili,['Nasimi r.'],89000,AZN,1,38.0,10
2899930,Owner,Yeni tikili,"['Qaradag r.', 'Lokbatan q.']",130000,AZN,2,96.2,6
2899928,Agentlik,Kohna tikili,"['Memar Acami m.', 'Nasimi r.', '4-cu mikrorayon q.']",81000,AZN,2,48.0,4
2836221,Agentlik,Yeni tikili,"['Azadliq Prospekti m.', 'Binaqadi r.', '8-ci mikrorayon q.']",116000,AZN,2,85.0,7
2899907,Owner,Kohna tikili,"['Neftchilar m.', 'Nizami r.', '8-ci kilometr q.']",110000,AZN,4,100.0,2
2899899,Owner,Yeni tikili,['Xatai r.'],185000,AZN,3,76.0,3
2843747,Agentlik,Kohna tikili,"['Ganclik m.', 'Narimanov r.']",67000,AZN,2,31.0,1
2899883,Agentlik,Yeni tikili,['Nasimi r.'],485000,AZN,4,203.0,7
2880502,Agentlik,Yeni tikili,"['20 Yanvar m.', 'Yasamal r.', 'Yasamal q.']",110000,AZN,2,62.0,14
2899872,Agentlik,Kohna tikili,"['Memar Acami m.', 'Nasimi r.', '4-cu mikrorayon q.']",106000,AZN,3,78.0,3
2899867,Agentlik,Yeni tikili,['Sabail r.'],200000,AZN,2,95.0,12
2739219,Owner,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",499000,AZN,3,196.0,10
2899866,Owner,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",304000,AZN,2,102.0,11
2899865,Owner,Yeni tikili,"['Hazi Aslanov m.', 'Xatai r.', 'Ahmadli q.']",175000,AZN,3,120.0,10
2899864,Owner,Kohna tikili,"['Suraxani r.', 'Hovsan q.']",50000,AZN,1,32.0,6
2730860,Agentlik,Kohna tikili,"['Sahil m.', 'Ichari Shahar m.', 'Sabail r.']",155000,AZN,2,46.0,3
2799670,Agentlik,Yeni tikili,"['Nariman Narimanov m.', 'Narimanov r.']",320000,AZN,4,190.0,2
28998,Owner,Yeni tikili,"['Binaqadi r.', 'Binaqadi q.']",49000,AZN,2,53.0,15
2899862,Owner,Kohna tikili,"['Xalqlar Dostlugu m.', 'Nizami r.', '8-ci kilometr q.']",115000,AZN,3,62.0,4
2899861,Owner,Yeni tikili,['Narimanov r.'],220000,AZN,3,125.0,10
2872538,Owner,Yeni tikili,"['Elmlar Akademiyasi m.', 'Yasamal r.']",225000,AZN,3,123.0,14
2907550,Owner,Yeni tikili,['Nasimi r.'],150000,AZN,2,63.0,10
2848527,Agentlik,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",240000,AZN,4,173.0,15
2808346,Owner,Yeni tikili,"['Absheron r.', 'Masazir q.']",46000,AZN,3,100.0,5
2881028,Agentlik,Yeni tikili,['Xatai r.'],86500,AZN,2,71.0,5
28998,Owner,Yeni tikili,"['Shah Ismayil Xatai m.', 'Xatai r.']",195000,AZN,2,90.0,3
2899854,Owner,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",155000,AZN,3,107.0,8
2899853,Owner,Yeni tikili,"['Neftchilar m.', 'Nizami r.', '8-ci kilometr q.']",215000,AZN,3,132.0,18
2621344,Agentlik,Yeni tikili,"['8 Noyabr m.', 'Nasimi r.']",280000,AZN,4,170.0,17
2899850,Owner,Yeni tikili,"['8 Noyabr m.', 'Yasamal r.', 'Yasamal q.']",177000,AZN,3,145.0,10
2899847,Owner,Kohna tikili,"['Xazar r.', 'Mardakan q.']",50000,AZN,2,53.2,5
2826853,Agentlik,Kohna tikili,['Xatai r.'],118000,AZN,3,80.0,3
2899842,Agentlik,Kohna tikili,"['Neftchilar m.', 'Xalqlar Dostlugu m.', 'Nizami r.']",130000,AZN,3,85.0,3
2899841,Owner,Kohna tikili,"['Sabail r.', 'Bayil q.']",90000,AZN,1,45.0,1
2899838,Owner,Yeni tikili,"['Qara Qarayev m.', 'Nizami r.', '8-ci kilometr q.']",160000,AZN,3,124.0,2
2899837,Agentlik,Kohna tikili,['Yasamal r.'],117000,AZN,3,90.0,9
2899835,Owner,Yeni tikili,['Sabail r.'],400000,AZN,4,170.0,5
